filename,score,cluster_id,drugbank_id
DB00609_docking_min1.mol2,-5.2,495,DB00609
DB00937_docking_min1.mol2,-5.2,496,DB00937
DB11282_docking_min1.mol2,-4.7,496,DB11282
DB01143_docking_min1.mol2,-5.2,497,DB01143
DB04837_docking_min1.mol2,-5.2,498,DB04837
DB05271_docking_min1.mol2,-5.2,499,DB05271
DB06698_docking_min1.mol2,-5.2,500,DB06698
DB09009_docking_min1.mol2,-5.2,501,DB09009
DB09031_docking_min1.mol2,-5.2,502,DB09031
DB01057_docking_min1.mol2,-5.0,502,DB01057
DB09283_docking_min1.mol2,-5.2,503,DB09283
DB09494_docking_min1.mol2,-5.2,504,DB09494
DB00632_docking_min1.mol2,-5.1,504,DB00632
DB02325_docking_min1.mol2,-2.9,504,DB02325
DB03175_docking_min1.mol2,-2.9,504,DB03175
DB00898_docking_min1.mol2,-2.5,504,DB00898
DB00191_docking_min1.mol2,-5.1,505,DB00191
DB00265_docking_min1.mol2,-5.1,506,DB00265
DB00659_docking_min1.mol2,-5.1,507,DB00659
DB00752_docking_min1.mol2,-5.1,508,DB00752
DB04209_docking_min1.mol2,-5.1,509,DB04209
DB08944_docking_min1.mol2,-5.1,510,DB08944
DB00657_docking_min1.mol2,-5.0,511,DB00657
DB01008_docking_min1.mol2,-5.0,512,DB01008
DB01019_docking_min1.mol2,-5.0,513,DB01019
DB08887_docking_min1.mol2,-5.0,514,DB08887
DB08924_docking_min1.mol2,-5.0,515,DB08924
DB08966_docking_min1.mol2,-5.0,516,DB08966
DB08982_docking_min1.mol2,-5.0,517,DB08982
DB09257_docking_min1.mol2,-5.0,518,DB09257
DB13146_docking_min1.mol2,-5.0,519,DB13146
DB00127_docking_min1.mol2,-4.9,520,DB00127
DB00228_docking_min1.mol2,-4.9,521,DB00228
DB00753_docking_min1.mol2,-4.9,521,DB00753
DB01189_docking_min1.mol2,-4.7,521,DB01189
DB01028_docking_min1.mol2,-4.3,521,DB01028
DB00583_docking_min1.mol2,-4.9,522,DB00583
DB00865_docking_min1.mol2,-4.9,523,DB00865
DB01037_docking_min1.mol2,-4.9,524,DB01037
DB01626_docking_min1.mol2,-4.5,524,DB01626
DB08908_docking_min1.mol2,-4.9,525,DB08908
DB12243_docking_min1.mol2,-4.9,526,DB12243
DB00431_docking_min1.mol2,-4.8,527,DB00431
DB00804_docking_min1.mol2,-4.8,528,DB00804
DB11186_docking_min1.mol2,-4.6,528,DB11186
DB00828_docking_min1.mol2,-4.8,529,DB00828
DB01424_docking_min1.mol2,-4.8,530,DB01424
DB11768_docking_min1.mol2,-4.8,531,DB11768
DB00911_docking_min1.mol2,-4.7,532,DB00911
DB04572_docking_min1.mol2,-4.7,533,DB04572
DB06770_docking_min1.mol2,-4.7,534,DB06770
DB08958_docking_min1.mol2,-4.7,535,DB08958
DB11079_docking_min1.mol2,-4.7,536,DB11079
DB13747_docking_min1.mol2,-4.6,536,DB13747
DB00185_docking_min1.mol2,-4.6,537,DB00185
DB01612_docking_min1.mol2,-4.6,538,DB01612
DB11328_docking_min1.mol2,-4.6,539,DB11328
DB01956_docking_min1.mol2,-4.4,539,DB01956
DB00729_docking_min1.mol2,-3.9,539,DB00729
DB09110_docking_min1.mol2,-3.8,539,DB09110
DB09322_docking_min1.mol2,-3.7,539,DB09322
DB09499_docking_min1.mol2,-3.7,539,DB09499
DB00189_docking_min1.mol2,-4.5,540,DB00189
DB00272_docking_min1.mol2,-4.5,541,DB00272
DB01213_docking_min1.mol2,-4.1,541,DB01213
DB05381_docking_min1.mol2,-4.5,542,DB05381
DB06706_docking_min1.mol2,-4.5,543,DB06706
DB06799_docking_min1.mol2,-4.5,544,DB06799
DB06824_docking_min1.mol2,-4.5,545,DB06824
DB01223_docking_min1.mol2,-3.1,545,DB01223
DB09366_docking_min1.mol2,-4.5,546,DB09366
DB13960_docking_min1.mol2,-4.5,547,DB13960
DB00711_docking_min1.mol2,-4.4,548,DB00711
DB03754_docking_min1.mol2,-4.4,549,DB03754
DB00859_docking_min1.mol2,-4.3,549,DB00859
DB01158_docking_min1.mol2,-4.3,550,DB01158
DB01563_docking_min1.mol2,-4.3,551,DB01563
DB00119_docking_min1.mol2,-4.2,552,DB00119
DB00677_docking_min1.mol2,-4.2,553,DB00677
DB00793_docking_min1.mol2,-4.2,554,DB00793
DB01550_docking_min1.mol2,-4.2,555,DB01550
DB11386_docking_min1.mol2,-4.2,556,DB11386
DB01005_docking_min1.mol2,-4.1,557,DB01005
DB13838_docking_min1.mol2,-4.1,558,DB13838
DB11180_docking_min1.mol2,-4.0,559,DB11180
DB00763_docking_min1.mol2,-3.9,560,DB00763
DB03085_docking_min1.mol2,-3.9,561,DB03085
DB08809_docking_min1.mol2,-3.9,562,DB08809
DB09418_docking_min1.mol2,-3.9,563,DB09418
DB11164_docking_min1.mol2,-3.9,564,DB11164
DB00122_docking_min1.mol2,-3.8,565,DB00122
DB01303_docking_min1.mol2,-3.7,565,DB01303
DB09563_docking_min1.mol2,-3.7,565,DB09563
DB14006_docking_min1.mol2,-3.7,565,DB14006
DB00592_docking_min1.mol2,-3.8,566,DB00592
DB09112_docking_min1.mol2,-3.8,567,DB09112
DB12529_docking_min1.mol2,-3.5,567,DB12529
DB11068_docking_min1.mol2,-3.8,568,DB11068
DB11127_docking_min1.mol2,-3.5,568,DB11127
DB01839_docking_min1.mol2,-3.7,569,DB01839
DB11104_docking_min1.mol2,-3.7,570,DB11104
DB00888_docking_min1.mol2,-3.6,571,DB00888
DB09348_docking_min1.mol2,-3.6,572,DB09348
DB09510_docking_min1.mol2,-3.5,573,DB09510
DB03904_docking_min1.mol2,-3.4,573,DB03904
DB09513_docking_min1.mol2,-3.4,573,DB09513
DB00822_docking_min1.mol2,-3.4,574,DB00822
DB06782_docking_min1.mol2,-3.3,575,DB06782
DB06689_docking_min1.mol2,-3.2,576,DB06689
DB09353_docking_min1.mol2,-3.1,577,DB09353
DB13996_docking_min1.mol2,-3.1,578,DB13996
DB09409_docking_min1.mol2,-3.0,578,DB09409
DB11129_docking_min1.mol2,-3.0,579,DB11129
DB11091_docking_min1.mol2,-2.8,579,DB11091
DB09140_docking_min1.mol2,-2.5,579,DB09140
DB13323_docking_min1.mol2,-3.0,580,DB13323
DB00375_docking_min1.mol2,-2.9,581,DB00375
DB00658_docking_min1.mol2,-2.9,581,DB00658
DB00847_docking_min1.mol2,-2.8,582,DB00847
DB01093_docking_min1.mol2,-2.6,583,DB01093
DB13813_docking_min1.mol2,-2.5,584,DB13813
DB09321_docking_min1.mol2,-2.4,585,DB09321
DB01377_docking_min1.mol2,-2.3,586,DB01377
DB13259_docking_min1.mol2,-2.0,587,DB13259
DB11123_docking_min1.mol2,-1.9,588,DB11123
DB00971_docking_min1.mol2,-1.8,589,DB00971
DB09138_docking_min1.mol2,-1.8,590,DB09138
DB09145_docking_min1.mol2,-1.8,590,DB09145
DB09314_docking_min1.mol2,-1.8,590,DB09314
DB11171_docking_min1.mol2,-1.8,590,DB11171
DB11573_docking_min1.mol2,-1.8,590,DB11573
DB13163_docking_min1.mol2,-1.8,590,DB13163
DB13595_docking_min1.mol2,-1.8,590,DB13595
DB14116_docking_min1.mol2,-1.8,590,DB14116
DB11342_docking_min1.mol2,-1.4,590,DB11342
DB13249_docking_min1.mol2,-1.4,590,DB13249
DB00435_docking_min1.mol2,-1.7,591,DB00435
DB03843_docking_min1.mol2,-1.7,592,DB03843
DB11109_docking_min1.mol2,-1.7,593,DB11109
DB05382_docking_min1.mol2,-1.5,594,DB05382
DB00958_docking_min1.mol2,-1.3,595,DB00958
DB09326_docking_min1.mol2,-1.3,595,DB09326
DB06768_docking_min1.mol2,-1.3,596,DB06768
DB09152_docking_min1.mol2,-1.3,597,DB09152
DB00258_docking_min1.mol2,-1.2,598,DB00258
DB00653_docking_min1.mol2,-1.2,598,DB00653
DB01397_docking_min1.mol2,-1.2,598,DB01397
DB06724_docking_min1.mol2,-1.2,598,DB06724
DB09104_docking_min1.mol2,-1.2,598,DB09104
DB09481_docking_min1.mol2,-1.2,598,DB09481
DB11168_docking_min1.mol2,-1.2,598,DB11168
DB11189_docking_min1.mol2,-1.2,598,DB11189
DB11264_docking_min1.mol2,-1.2,598,DB11264
DB13231_docking_min1.mol2,-1.2,598,DB13231
DB13800_docking_min1.mol2,-1.2,598,DB13800
DB00464_docking_min1.mol2,-1.2,599,DB00464
DB00815_docking_min1.mol2,-1.2,599,DB00815
DB01390_docking_min1.mol2,-1.2,599,DB01390
DB04817_docking_min1.mol2,-1.2,599,DB04817
DB09072_docking_min1.mol2,-1.2,599,DB09072
DB09276_docking_min1.mol2,-1.2,599,DB09276
DB09395_docking_min1.mol2,-1.2,599,DB09395
DB09413_docking_min1.mol2,-1.2,599,DB09413
DB09414_docking_min1.mol2,-1.2,599,DB09414
DB09449_docking_min1.mol2,-1.2,599,DB09449
DB09472_docking_min1.mol2,-1.2,599,DB09472
DB09561_docking_min1.mol2,-1.2,599,DB09561
DB11090_docking_min1.mol2,-1.2,599,DB11090
DB11098_docking_min1.mol2,-1.2,599,DB11098
DB11151_docking_min1.mol2,-1.2,599,DB11151
DB11153_docking_min1.mol2,-1.2,599,DB11153
DB11159_docking_min1.mol2,-1.2,599,DB11159
DB13157_docking_min1.mol2,-1.2,599,DB13157
DB13707_docking_min1.mol2,-1.2,599,DB13707
DB14015_docking_min1.mol2,-1.2,599,DB14015
DB06778_docking_min1.mol2,-1.2,600,DB06778
DB09221_docking_min1.mol2,-1.2,600,DB09221
DB11175_docking_min1.mol2,-1.2,600,DB11175
DB11197_docking_min1.mol2,-1.2,601,DB11197
DB11210_docking_min1.mol2,-1.2,601,DB11210
DB13257_docking_min1.mol2,-1.2,601,DB13257
DB00462_docking_min1.mol2,-1.1,602,DB00462
DB00517_docking_min1.mol2,-1.1,602,DB00517
DB00725_docking_min1.mol2,-1.1,602,DB00725
DB11072_docking_min1.mol2,-1.1,603,DB11072
DB00411_docking_min1.mol2,-1.0,604,DB00411
DB06767_docking_min1.mol2,-1.0,604,DB06767
DB09241_docking_min1.mol2,-1.0,604,DB09241
DB09277_docking_min1.mol2,-1.0,604,DB09277
DB13969_docking_min1.mol2,-1.0,604,DB13969
